ID,Species,Owner,Country.of.Origin,Farm.Name,Company,Region,Producer,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Total.Cup.Points,Moisture,Color,Certification.Body,altitude_mean_meters
1034,Arabica,jose manuel vergara cortes,Mexico,finca santa clara,café san blas,oaxaca,JUAN JOSE CASAS BLANCO,AMECAFE,2012,"August 29th, 2012",JOSE MANUEL VERGARA CORTES,Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,80.83,0.11,Green,AMECAFE,1100.0
1035,Arabica,christina dusing,Mexico,selva negra,,veracruz,MOISES GUILLERMO CARRERA MONTES,AMECAFE,2012,"July 3rd, 2012",CHRISTINA DUSING,Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,80.83,0.13,Green,AMECAFE,100.0
1036,Arabica,kona pacific farmers cooperative,United States (Hawaii),,cqi,kona,,Specialty Coffee Association,2012,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,80.83,0.1,Blue-Green,Specialty Coffee Association,
1037,Arabica,exportadora de cafe condor s.a,Colombia,,,huila,Exportadora de Café Cóndor S.A,Almacafé,4T/2010,"January 25th, 2011",Exportadora de Cafe Condor S.A,,,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,80.83,0.01,,Almacafé,1800.0
1038,Arabica,bourbon specialty coffees,Brazil,castelhana farm,bourbon specialty coffees,monte carmelo,DIOGO TUDELA NETO,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",BOURBON SPECIALTY COFFEES,,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,10.0,80.75,0.0,Green,Brazil Specialty Coffee Association,
1039,Arabica,u soe,Myanmar,myaing,,ywar ngan,U Soe,Coffee Quality Institute,2015,"July 17th, 2015",U Soe,Catuai,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,80.75,0.0,Green,Coffee Quality Institute,3825.0
1040,Arabica,juan luis alvarado romero,Guatemala,finca los cerros y anexos,exportcafe,huehuetenango,OTTONIEL VILLATORO LOPEZ,Asociacion Nacional Del Café,2015,"June 18th, 2015",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,80.75,0.12,Green,Asociacion Nacional Del Café,1706.88
1041,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,cafetales santa matilde,"comercial internacional exportadora, s.a.",jinotega,ROLANDO LACAYO,Asociación de Cafés Especiales de Nicaragua,2015,"May 28th, 2015","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,80.75,0.12,Green,Asociación de Cafés Especiales de Nicaragua,110000.0
1042,Arabica,bismarck castro,Honduras,juan damaso,cigrah s.a de c.v,"siguatepeque, comayagua",La Gran Manzana,Instituto Hondureño del Café,2015,"May 25th, 2015",Bismarck Castro,Caturra,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,80.75,0.11,Green,Instituto Hondureño del Café,1450.0
1043,Arabica,essencecoffee,Panama,elida estate,essence coffee,boquete,Lamastus,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,80.75,0.11,Green,Blossom Valley International,1680.0
1044,Arabica,cadexsa,Honduras,bethel,cadexsa,marcala,Jose Omar Acosta,Instituto Hondureño del Café,2015,"May 22nd, 2015",CADEXSA,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,80.75,0.09,Green,Instituto Hondureño del Café,1350.0
1045,Arabica,,Honduras,los hicaques,cigrah,central region,Reinerio Zepeda,Instituto Hondureño del Café,2015,"March 11th, 2015",,Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,80.75,0.13,Green,Instituto Hondureño del Café,1450.0
1046,Arabica,the coffee source inc.,Costa Rica,several,the coffee source inc.,san ramon,SEVERAL,Specialty Coffee Association,2014,"April 11th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,80.75,0.11,Green,Specialty Coffee Association,1300.0
1047,Arabica,diego manuel woolrich ramirez,Mexico,san josé y el portillo,,oaxaca,"JOSE RIOS LARA, APOLONIA FRANCO TORRES, JENARO GONZALES MENDOZA",AMECAFE,2012,"September 4th, 2012",DIEGO MANUEL WOOLRICH RAMIREZ,Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,80.75,0.11,Green,AMECAFE,1200.0
1048,Arabica,myriam kaplan-pasternak,Haiti,2000 farms,haiti coffee,haiti,COOPAIMAR Copperative Agro Industriel de Marmelade,Specialty Coffee Association,2012,"May 22nd, 2012",Myriam Kaplan-Pasternak,Typica,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,80.75,0.12,Green,Specialty Coffee Association,1000.0
1049,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,kona,,Specialty Coffee Association,2011,"December 21st, 2011",Kona Pacific Farmers Cooperative,Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,80.75,0.13,Bluish-Green,Specialty Coffee Association,
1050,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,胖胖糖,宸嶧國際,taiwan,唐權盛,Blossom Valley International,2016,"August 12th, 2016",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,80.67,0.0,Green,Blossom Valley International,
1051,Arabica,aulia arif syahri,Indonesia,darmawi,pt. olam indonesia,sumatra brastagi,Surbakti,Specialty Coffee Association,2015,"November 10th, 2015",Aulia Arif Syahri,Mandheling,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,80.67,0.13,Blue-Green,Specialty Coffee Association,1350.0
1052,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a.",antigua,FINCA MEDINA,Asociacion Nacional Del Café,2015/2016,"October 23rd, 2015",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,80.67,0.11,Green,Asociacion Nacional Del Café,1500.0
1053,Arabica,"ceca, s.a.",Costa Rica,gamboa,"ceca,s.a.",tarrazu,Martin Gutierrez,Specialty Coffee Association of Costa Rica,2015,"February 27th, 2015","CECA, S.A.",Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,80.67,0.11,Blue-Green,Specialty Coffee Association of Costa Rica,185.0
1054,Arabica,afca,Malawi,makoka valley estate,r.w.j wallace ltd,southern- zomba,R.W.J. Wallace Ltd,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,80.67,0.12,Bluish-Green,Africa Fine Coffee Association,995.0
1055,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,"el desmoronado, talpan de allende jalisco",cafe don balbino s.c. de r.l. de c.v.,"el desmoronado, talpan de allende jalisco",BALBINO RAMIREZ FLORES,AMECAFE,2014,"October 23rd, 2014",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,80.67,0.12,Green,AMECAFE,1200.0
1056,Arabica,compañia colombiana agroindustrial s.a,Colombia,,ecom cca sa,santander,,Almacafé,2014,"April 14th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,80.67,0.0,,Almacafé,1550.0
1057,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,"finca santo tomas pachuj, guatemala","san lucas toliman, solola","PACHUJ, S.A",Asociacion Nacional Del Café,2013,"June 5th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,80.67,0.12,Green,Asociacion Nacional Del Café,1550.0
1058,Arabica,juan luis alvarado romero,Guatemala,chiquimulja / alpha cafe / senfro,"unex guatemala, s.a.",oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,Asociacion Nacional Del Café,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,80.67,0.11,Green,Asociacion Nacional Del Café,
1059,Arabica,juan luis alvarado romero,Guatemala,chiquimulja / alpha cafe / senfro,"unex guatemala, s.a.",oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,Asociacion Nacional Del Café,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,80.67,0.11,Green,Asociacion Nacional Del Café,
1060,Arabica,racafe & cia s.c.a,Colombia,,,,,Almacafé,,"March 15th, 2011",Racafe & Cia S.C.A,,,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,10.0,80.67,0.18,,Almacafé,
1061,Arabica,bourbon specialty coffees,Brazil,leticia farm,bourbon specialty coffees,monte carmelo,MAX KEND TAKIUTI E OUTROS,Brazil Specialty Coffee Association,2016,"March 11th, 2016",BOURBON SPECIALTY COFFEES,,,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,80.58,0.11,Green,Brazil Specialty Coffee Association,
1062,Arabica,"exportadora atlantic, s.a.",Nicaragua,los saltarines,exportadora atlantic s.a,nueva segovia,ADONIS JOSE ORTEZ BELTRAN,Instituto Hondureño del Café,2016,"February 26th, 2016","Exportadora Atlantic, S.A.",,,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,10.0,80.58,0.11,Green,Instituto Hondureño del Café,
1063,Arabica,burka coffee estate,"Tanzania, United Republic Of",burka coffee estates,burka coffee estate,arusha,Burka Coffee Estates,Africa Fine Coffee Association,2014,"January 6th, 2015",Burka Coffee Estate,Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,80.58,0.12,Bluish-Green,Africa Fine Coffee Association,1400.0
1064,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,south of minas,Ipanema Agrícola SA,Specialty Coffee Association,2014/2015,"October 17th, 2014",Ipanema Coffees,Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,80.58,0.0,Green,Specialty Coffee Association,1200.0
1065,Arabica,beneficio santa rosa,Honduras,bsr,beneficio santa rosa s.a.,occidental,BSR,Instituto Hondureño del Café,2014,"April 30th, 2014",Beneficio Santa Rosa,Caturra,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,80.58,0.11,Green,Instituto Hondureño del Café,1400.0
1066,Arabica,juan luis alvarado romero,Guatemala,finca el naranjal,exportcafe,huehuetenango,BYRON ALONZO SOLIS,Asociacion Nacional Del Café,2014,"January 28th, 2014",Juan Luis Alvarado Romero,Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,80.58,0.11,Green,Asociacion Nacional Del Café,1383.792
1067,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,,Specialty Coffee Association,,"May 4th, 2011",Kona Pacific Farmers Cooperative,,,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,80.58,0.0,,Specialty Coffee Association,
1068,Arabica,racafe & cia s.c.a,Colombia,,,,,Almacafé,,"March 15th, 2011",Racafe & Cia S.C.A,,,7.08,7.25,7.0,7.5,7.08,7.33,10.0,10.0,10.0,80.58,0.0,,Almacafé,
1069,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,王秋金,王秋金,taiwan,王秋金,Blossom Valley International,2017,"December 8th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,Other,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,80.5,0.0,Blue-Green,Blossom Valley International,50.0
1070,Arabica,juan luis alvarado romero,Guatemala,el guayabo,"peter schoelfeld, s.a",santa rosa,EDWIN MUÑOZ,Asociacion Nacional Del Café,2017,"September 8th, 2017",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,80.5,0.1,Green,Asociacion Nacional Del Café,1500.0
1071,Arabica,janny marlith torres,Honduras,la bendicion,coffee planet corporation s.a,ocotepeque,Jorge Alfredo Pinto,Instituto Hondureño del Café,2017,"August 23rd, 2017",Janny Marlith Torres,Catuai,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,80.5,0.11,Green,Instituto Hondureño del Café,1650.0
1072,Arabica,case noyale ltd,Mauritius,case noyale ltd,compagnie sucrière de bel ombre ltd,chamarel (south west),Case Noyale Ltd,Kenya Coffee Traders Association,2016,"February 11th, 2016",Case Noyale Ltd,,,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,80.5,0.12,Green,Kenya Coffee Traders Association,280.0
1073,Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,bourbon specialty coffees,vale da grama,Lindolpho de Carvalho Dias,Brazil Specialty Coffee Association,2015/2016,"November 17th, 2015",BOURBON SPECIALTY COFFEES,Yellow Bourbon,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,80.5,0.11,Green,Brazil Specialty Coffee Association,1250.0
1074,Arabica,shwe yin mar coffee,Myanmar,mixed,shwe yin mar coffee,pyin oo lwin,Shwe Yin Mar,Coffee Quality Institute,2015,"July 17th, 2015",Shwe Yin Mar Coffee,Other,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,80.5,0.0,Green,Coffee Quality Institute,3800.0
1075,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,oriente,VARIOS,Asociacion Nacional Del Café,2014,"April 23rd, 2014",Juan Luis Alvarado Romero,Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,80.5,0.11,Green,Asociacion Nacional Del Café,1219.2
1076,Arabica,jacques pereira carneiro,Brazil,pereira estate coffee,exportadora de cafés carmo de minas ltda,mantiqueira de minas,MARIA ROGERIA COSTA PEREIRA,Specialty Coffee Association,2013,"April 17th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,80.5,0.1,,Specialty Coffee Association,1250.0
1077,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,kona,,Specialty Coffee Association,2013,"February 4th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,80.5,0.11,Green,Specialty Coffee Association,
1078,Arabica,juan luis alvarado romero,Guatemala,barranca de las flores,exportcafe,huehuetenango,IDMAR DE JESUS VELASQUEZ CALDERON,Asociacion Nacional Del Café,2013,"February 13th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,80.5,0.12,Green,Asociacion Nacional Del Café,1859.28
1079,Arabica,israel eduardo paz garcia,Mexico,peña negra,cafeorganico.mx,zaragoza itundujia,HERAS HERNANDEZ GAUDENCIO,AMECAFE,2012,"September 17th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,80.5,0.15,,AMECAFE,1450.0
1080,Arabica,cadexsa,Honduras,bethel,cadexsa,marcala,Jose Omar Acosta,Instituto Hondureño del Café,2016,"February 3rd, 2016",CADEXSA,,,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,80.42,0.1,Green,Instituto Hondureño del Café,1450.0
1081,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,春風咖啡,宸嶧國際,南投國姓,曾林春英,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,80.42,0.14,Green,Blossom Valley International,600.0
1082,Arabica,lusso lab,El Salvador,finca la fany,lusso coffee lab,"department of ahuachapan, municipality of apanecallamatepec mountain","Luis, Rafael and Carmen Silva Hoff",Specialty Coffee Association,2013,"April 26th, 2014",LUSSO LAB,Bourbon,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,80.42,0.0,Green,Specialty Coffee Association,1450.0
1083,Arabica,adam ciruli ye,China,alicia's farm,yunnan new century tech inc.,yunnan,Alicia's Farm,Specialty Coffee Association,2013,"January 17th, 2014",Adam Ciruli Ye,Other,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,80.42,0.17,Green,Specialty Coffee Association,1700.0
1084,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guoxing farm coffee 國姓農場咖啡        ,blossom valley宸嶧國際,nantou,Huang san lang 黃三郎        ,"Blossom Valley International
",2013/2014,"December 26th, 2013
","CQI Taiwan ICP CQI台灣合作夥伴
",Typica,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,10.0,80.42,0.11,Green,"Blossom Valley International
",600.0
1085,Arabica,alfredo bojalil,Mexico,copalita,ecomtrading,pochutla,CARLOS ALBERTO GOMEZ,AMECAFE,2012,"September 4th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,80.42,0.1,Green,AMECAFE,1050.0
1086,Arabica,armando luis pohlenz martinez,Mexico,,beneficio custepec s.a. de c.v.,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,AMECAFE,2012,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,80.42,0.12,Green,AMECAFE,1550.0
1087,Arabica,simon mahinda,Burundi,,sangana commodities k limited,mumirwa,SOGESTAL MUMIRWA,Kenya Coffee Traders Association,2016,"January 22nd, 2016",SIMON MAHINDA,,,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,10.0,80.33,0.12,Green,Kenya Coffee Traders Association,1700.0
1088,Arabica,delfina leon shine,"Tanzania, United Republic Of",delfina farm,delfina farm,mkuu rombo,Delfina Leon Shine,Africa Fine Coffee Association,2015/2016,"November 16th, 2015",Delfina Leon Shine,Bourbon,Washed / Wet,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,80.33,0.13,Green,Africa Fine Coffee Association,1700.0
1089,Arabica,kongoni estate,"Tanzania, United Republic Of",kongoni estate,kongoni estate,arusha,Kongoni Estate,Africa Fine Coffee Association,2014,"December 18th, 2014",Kongoni Estate,Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,80.33,0.12,Bluish-Green,Africa Fine Coffee Association,
1090,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,tokoffee莊園,blossom valley宸嶧國際,taichung xinshe 台中市新社區,Wu yi ting 吳伊婷,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,80.33,0.11,Green,Blossom Valley International,600.0
1091,Arabica,juan luis alvarado romero,Guatemala,la castellana,"unex guatemala, s.a.",oriente,AGRIPEC DE LA VEGA Y CIA.,Asociacion Nacional Del Café,2013,"June 6th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,80.33,0.11,Green,Asociacion Nacional Del Café,1310.64
1092,Arabica,miguel cortes moreno,Mexico,,estrategias constructivas corzu s.a. de c.v.,chilón,ARMANDO GUTIERREZ GUZMAN,AMECAFE,2012,"August 30th, 2012",MIGUEL CORTES MORENO,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,80.33,0.11,Green,AMECAFE,940.0
1093,Arabica,kona pacific farmers cooperative,United States (Hawaii),,cqi,kona,,Specialty Coffee Association,2012,"February 8th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,80.33,0.12,Green,Specialty Coffee Association,
1094,Arabica,ethiopia commodity exchange,Ethiopia,,,kelem welega,Exporter Name | Muluneh Kaka | Phone: 0114390290,Ethiopia Commodity Exchange,2010,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.25,7.25,7.25,7.33,7.5,8.0,9.33,9.33,10.0,80.33,0.1,,Ethiopia Commodity Exchange,
1095,Arabica,volcafe ltda. - brasil,Brazil,são rafael_ ra/ras certified,volcafe ltda.,cerrado - monte carmelo - minas gerais,Luiz Augusto Pereira Moguilod,Brazil Specialty Coffee Association,2017 / 2018,"November 3rd, 2017",Volcafe Ltda. - Brasil,Catuai,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,80.25,0.11,Green,Brazil Specialty Coffee Association,995.0
1096,Arabica,bismarck castro,Honduras,las moras,cigrah s.a de c.v,comayagua,Yamilet Lope,Instituto Hondureño del Café,2016,"April 6th, 2017",Bismarck Castro,Caturra,Natural / Dry,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,80.25,0.1,Green,Instituto Hondureño del Café,1400.0
1097,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,cortapico,cafe don balbino s.c. de r.l. de c.v.,sierra madre occidental,Balbino Ramirez Flores,Centro Agroecológico del Café A.C.,2016,"April 26th, 2016",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Caturra,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,80.25,0.1,Green,Centro Agroecológico del Café A.C.,1600.0
1098,Arabica,bob mccauley,Myanmar,waylead farms,"waylead industrial co, ltd.","yauk sauk, shan state","Waylead Co, Ltd",Specialty Coffee Association,2015,"August 27th, 2015",Bob McCauley,Other,Natural / Dry,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,80.25,0.11,Green,Specialty Coffee Association,914.4
1099,Arabica,u htun htun,Myanmar,thein kone,,ywar ngan,U Htun Htun,Coffee Quality Institute,2014,"July 17th, 2015",U Htun Htun,Catuai,Natural / Dry,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,80.25,0.0,Green,Coffee Quality Institute,4287.0
1100,Arabica,gloria antonieta escobar urrutia,Nicaragua,finca el consuelo,zeas escobar y compañía limitada,matagalpa,GLORIA ANTONIETA ESCOBAR URRUTIA,Asociación de Cafés Especiales de Nicaragua,2015,"February 20th, 2015",Gloria Antonieta Escobar Urrutia,Caturra,Washed / Wet,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,80.25,0.11,Green,Asociación de Cafés Especiales de Nicaragua,900.0
1101,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,kona,,Specialty Coffee Association,2014,"March 3rd, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,80.25,0.12,Green,Specialty Coffee Association,
1102,Arabica,honor dela fuente,Colombia,,costco wholesale industries,,,Specialty Coffee Association,2012,"January 8th, 2014",Honor dela Fuente,Typica,Washed / Wet,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,80.25,0.1,Green,Specialty Coffee Association,
1103,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,weng hui ling 翁惠鈴,blossom valley宸嶧國際,chiayi fanlu嘉義縣番路鄉,Weng hui ling 翁惠鈴,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,80.25,0.11,Green,Blossom Valley International,700.0
1104,Arabica,the coffee source inc.,Guatemala,several,the coffee source inc.,oriente,UNEX,Specialty Coffee Association,2012,"January 9th, 2013",The Coffee Source Inc.,Caturra,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,80.25,0.11,Green,Specialty Coffee Association,1400.0
1105,Arabica,saul m. hernandez ramirez,Mexico,mirador,,"calnali, hidalgo","HERNANDEZ PACHECO, TIMOTEO",AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,80.25,0.11,,AMECAFE,808.0
1106,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,"sunvirtue co., ltd.",dala,"Yeh, Li Chuan",Specialty Coffee Association,2017,"May 9th, 2017","Sunvirtue Co., Ltd.",Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,80.17,0.0,,Specialty Coffee Association,1550.0
1107,Arabica,"exportadora atlantic, s.a.",Nicaragua,los mesones,exportadora atlantic s.a,jinotega,Sheldom La rue,Asociación de Cafés Especiales de Nicaragua,2015,"April 24th, 2015","Exportadora Atlantic, S.A.",Caturra,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,80.17,0.11,,Asociación de Cafés Especiales de Nicaragua,1187.5
1108,Arabica,cadexsa,Honduras,cerro bueno,cadexsa,marcala,Jose Omar Acosta,Instituto Hondureño del Café,2015,"January 26th, 2015",CADEXSA,Catuai,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,80.17,0.11,Green,Instituto Hondureño del Café,1400.0
1109,Arabica,juan luis alvarado romero,Guatemala,el morito,"unex guatemala, s.a.",oriente,ROBERTO MONTERROSO,Asociacion Nacional Del Café,2013,"August 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,80.17,0.11,Green,Asociacion Nacional Del Café,1310.64
1110,Arabica,pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",café katsina,coatepec,PABLO ENRIQUE MARTINEZ GAMA,AMECAFE,2012,"October 9th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,80.17,0.11,Green,AMECAFE,1250.0
1111,Arabica,israel eduardo paz garcia,Mexico,el carrizo,cafeorganico.mx,zaragoza itundujia,CIRILO JOSE JOSE,AMECAFE,2012,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,80.17,0.14,Green,AMECAFE,1550.0
